name,scissor_kick_combined,bat_speed,swing_length,attack_angle,attack_direction,swing_path_tilt
"Doyle, Brenton",False,70.7,7.3,11.934237832544742,0.1256931782079252,30.555949974616524
"Bailey, Patrick",True,71.9,7.4,9.487932081086784,-3.922913570329616,33.12190688025188
"Yastrzemski, Mike",False,70.9,7.5,11.005935043173842,-2.7094150264183896,29.9840210949042
"Mullins, Cedric",False,71.1,7.6,11.774169253421462,-6.399509882342334,29.201889522251506
"Happ, Ian",False,72.0,7.0,10.477666339280583,-6.748488154748957,32.360922039108395
"Toglia, Michael",True,72.7,7.6,14.85514631144251,-2.46350886252772,35.914476995625215
"Espinal, Santiago",False,68.4,7.4,6.303213812216222,-1.3827172337837643,34.50724731673661
"Albies, Ozzie",False,68.6,7.2,12.525450729687128,-5.418748755217154,34.77066995709884
"Ortiz, Joey",False,72.8,7.6,2.3242680577280126,-2.5327082036787023,27.667685736282188
"Harris II, Michael",False,73.8,7.9,6.514606662019929,0.6139634878096173,30.694125172642806
"Benintendi, Andrew",False,69.1,7.1,16.527117849005123,-6.308620304202924,32.24309067400751
"Flores, Wilmer",False,65.7,6.9,11.000210381336402,-6.100759005670168,32.12932067868765
"Heim, Jonah",False,68.9,7.5,11.07913818023434,1.028128485276243,28.83248842393719
"Conforto, Michael",False,73.5,7.3,10.63340078183854,0.1988363089928562,32.38244079474716
"Kepler, Max",False,71.4,7.3,7.304342810497165,-6.283580463551792,31.46317051868499
"McLain, Matt",False,69.7,6.9,11.606051430975958,-0.5882639300573417,31.786615471220845
"Taylor, Tyrone",False,70.3,7.5,7.916703729476715,-8.273832022525713,32.11716279442262
"Scott II, Victor",False,69.2,6.4,10.621261373968611,-1.884890155993214,32.29580952268947
"Walls, Taylor",True,68.6,7.0,10.047676392038662,4.275289476418545,34.13673271677062
"Volpe, Anthony",False,72.4,7.2,10.403067087675936,5.674457667457325,31.210652376415823
"Pagés, Pedro",True,72.6,7.1,6.760019582465749,-1.8978356130881653,30.628592713728235
"Naylor, Bo",True,72.4,7.7,13.985823261641976,-8.367481410196543,31.74244982263601
