"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
517,624585,"Soler, Jorge",1290,40.1,0.256,0.205,0.279,0.462,0.302,0.307,0.252,60,234,90,14.2,2284,89.3,89.43,140,517,0,0.10000000000000853,6.46,107,152,124,145,305,326,299,"7.398","-7.398","74.0","7.7",237,184,36,12,0,12,53,22.4,0,0,2.40075,0.50634,0.24957,0.13609,"92.5",149,42.934782608695656,13.043478260869565,10.126582278481013,5.74,-1.3,0.16,2.49,0.253,24,"-1.430947776",0.251,0.475,"1.430947776",0.004,0.0020000000000000018,-0.013,-0.005,27.1,"36.7",8.424507456858189,-7.754127670308958,33.55880316512934,0.5261121856866537,39.43090466826436,28.174508536449906
704,679529,"Torkelson, Spencer",1741,40.4,0.256,0.249,0.264,0.505,0.318,0.334,0.259,81,317,91.2,23.2,2228,89,89.31,173,704,0,0.29999999999999716,6.44,108,151,123,146,301,327,298,"15.084","-15.084","73.1","7.7",321,254,40,22,0,19,67,20.9,0,0,2.35207,0.57252,0.3498,0.08066,"92.5",174,45.2755905511811,14.173228346456693,11.214953271028037,5.68,-0.73,0.05,2.37,0.252,36,"-2.142613636",0.257,0.541,"2.142613636",-0.003,-0.0050000000000000044,-0.036,-0.016,24.6,"36.5",13.173123120955893,-7.859757670520093,38.45402404404567,0.4928977272727273,37.124236415830815,30.392404608121094
571,605141,"Betts, Mookie",1591,35.9,0.256,0.148,0.25,0.404,0.28,0.292,0.263,85,332,88.8,20.3,2309,90.1,90.35,75,571,0,0.30000000000001137,6.41,107,150,122,146,303,321,294,"15.308","-15.308","68.8","7.1",336,307,59,14,1,11,29,8.6,0,0,2.26734,0.57481,0.30688,-0.01199,"91.6",181,32.89902280130293,5.863192182410423,5.357142857142857,5.75,-0.85,0.14,2.21,0.253,18,"-2.680910683",0.261,0.426,"2.680910683",-0.007,-0.008000000000000007,-0.022,-0.012,13.1,"37.8",9.842222583122405,-6.154890918493495,34.42417383035357,0.5796847635726795,38.341755664995716,33.4352113788247
434,668939,"Rutschman, Adley",1212,35.8,0.256,0.152,0.259,0.408,0.281,0.328,0.282,54,211,90.1,16.3,2244,89.9,89.98,53,434,0,0.09999999999999432,6.43,114,147,129,150,295,322,297,"13.336","-13.336","70.3","6.9",213,191,35,12,1,6,22,10.3,0,0,2.15811,0.7122,0.39793,-0.39793,"92.1",170,38.7434554973822,8.900523560209423,7.981220657276995,5.78,-0.98,0,2.45,0.254,17,"-3.07281106",0.283,0.482,"3.07281106",-0.026,-0.02899999999999997,-0.074,-0.047,12.2,"36.9",9.324303879419118,-1.3465589461439391,34.64937590474378,0.5023041474654378,35.662983164045066,25.912550679197707
424,676609,"Caballero, José",1121,37.8,0.256,0.087,0.326,0.343,0.257,0.268,0.261,44,172,86.2,19.9,2277,90.2,90.43,112,424,0,0.20000000000000284,6.44,105,149,105,145,296,317,281,"13.258","-13.258","69.3","6.8",173,133,32,10,1,1,40,23.1,0,0,2.12205,0.72115,0.39725,0.13844,"90.4",164,30.075187969924812,3.7593984962406015,2.8901734104046244,5.8,-0.37,0.14,2.43,0.254,5,"-3.126886792",0.261,0.364,"3.126886792",-0.005,-0.007000000000000006,-0.021,-0.011,26.4,"38.7",10.867385349330235,-1.5696752725431702,31.924641950966283,0.5165094339622641,33.84797180041552,35.16696234434968
386,578428,"Iglesias, Jose",979,39.4,0.256,0.05,0.287,0.306,0.242,0.257,0.268,46,180,83.4,3.5,2272,89.3,89.27,67,386,0,0,6.45,108,150,118,147,298,316,285,"10.878","-10.878","68.4","6.6",182,160,37,9,0,0,22,12.1,0,0,2.40238,0.51505,0.36231,-0.06764,"90.3",132,23.89937106918239,0.628930817610063,0.5494505494505495,5.64,-0.14,0.05,2.2,0.253,1,"-2.818134715",0.266,0.327,"2.818134715",-0.012,-0.013000000000000012,-0.021,-0.015,17.4,"35.1",2.4998934838818307,4.189024942795362,33.88538654984264,0.31865284974093266,35.95396069604645,24.748834022181587
785,572233,"Walker, Christian",1709,45.9,0.256,0.157,0.294,0.413,0.283,0.292,0.253,85,332,90.8,16.9,2302,90.6,90.54,203,785,0,-0.09999999999999432,6.43,107,152,123,146,296,326,292,"24.944","-24.944","74.0","7.4",336,260,58,14,1,12,76,22.6,0,0,2.15276,0.70322,0.44137,0.19602,"92.2",163,44.61538461538462,10.384615384615385,8.035714285714286,5.78,-1.08,0.11,2.47,0.253,27,"-3.177579618",0.252,0.439,"3.177579618",0.003,0.0010000000000000009,-0.026,-0.009,25.9,"37.2",8.438221012730917,-3.57906147822201,29.011831723734847,0.5235668789808917,35.9440385280075,31.0062600306216
432,682177,"Schneemann, Daniel",1093,39.5,0.256,0.196,0.276,0.452,0.3,0.318,0.267,51,199,88.7,9.9,2263,88.7,88.91,118,432,0,0.20000000000000284,6.46,114,145,113,150,288,319,300,"9.041","-9.041","71.3","7.0",200,161,30,12,0,9,39,19.5,0,0,2.4744,0.46157,0.35636,-0.3335,"91.5",157,40.625,11.875,9.5,5.69,-1.5,0.03,2.23,0.255,19,"-2.092824074",0.266,0.488,"2.092824074",-0.011,-0.01100000000000001,-0.036,-0.018,27.3,"36.3",13.705576837405715,3.5488417008059856,34.60802767895927,0.5,34.87404716273858,33.40523987227211
170,642086,"Smith, Dominic",433,39.3,0.256,0.146,0.279,0.402,0.276,0.304,0.271,21,82,88.5,17.7,2333,89.2,89.44,37,170,0,0.20000000000000284,6.35,117,146,127,151,296,323,302,"6.291","-6.291","68.0","7.0",84,70,13,6,0,2,14,16.7,0,0,2.45418,0.45905,0.26753,-0.20553,"91.5",171,30,5.714285714285714,4.761904761904762,5.86,-1.44,-0.13,2.26,0.25,4,"-3.700588235",0.268,0.453,"3.700588235",-0.015,-0.018000000000000016,-0.051,-0.028,21.8,"38.5",13.653133777295363,-4.65570016409291,35.61151156907973,0.5588235294117647,36.74273970753378,35.778556485849535
575,672356,"Arias, Gabriel",1099,52.3,0.255,0.17,0.325,0.426,0.288,0.3,0.25,60,235,89.9,5.2,2280,88.5,88.71,224,575,0,0.20000000000000284,6.43,109,151,120,147,302,321,290,"14.449","-14.449","75.4","7.6",237,170,34,19,0,7,67,28.3,0,0,2.38414,0.57769,0.32315,-0.01061,"92.5",147,42.94117647058823,11.76470588235294,8.438818565400844,5.73,-0.66,-0.07,2.4,0.253,20,"-2.512869565",0.251,0.455,"2.512869565",0.005,0.0020000000000000018,-0.029,-0.012,39,"36.3",9.808293802436232,0.5474607297350298,29.203907874206774,0.5165217391304348,42.93533389395509,35.24510373167658
480,681393,"Norby, Connor",1000,48,0.255,0.115,0.306,0.37,0.267,0.298,0.258,53,208,87.8,15.6,2260,89.7,89.63,129,480,0,-0.10000000000000853,6.37,106,150,120,146,303,318,290,"11.312","-11.312","69.4","6.9",210,162,39,9,0,5,48,22.9,0,0,2.35023,0.60341,0.43304,0.00662,"91.0",157,35.18518518518518,8.641975308641975,6.666666666666667,5.73,-0.64,0.1,2.35,0.252,14,"-2.356666667",0.257,0.449,"2.356666667",-0.003,-0.0050000000000000044,-0.079,-0.031,26.9,"36.6",19.422075705957248,4.661539808481167,41.27765943286695,0.38125,35.55017487320083,31.945610570494157
134,624512,"McGuire, Reese",290,46.2,0.254,0.284,0.216,0.537,0.334,0.313,0.26,17,67,86.1,16.2,2219,90,90.35,30,134,0,0.4000000000000057,6.51,114,146,113,151,287,319,301,"-0.45","0.45","70.5","8.3",67,57,10,1,0,6,10,14.9,0,0,2.2953,0.55194,0.40541,-0.37263,"92.1",157,43.859649122807014,14.035087719298245,11.940298507462686,5.74,-1.32,-0.01,2.35,0.254,8,"0.335820896",0.26,0.483,"-0.335820896",-0.006,-0.006000000000000005,0.054,0.021,22.4,"35.4",14.70073601390937,-6.869074639741205,32.11781034483529,0.5447761194029851,38.63952742676589,31.683005846082832
632,808982,"Lee, Jung Hoo",1646,38.4,0.254,0.152,0.258,0.406,0.278,0.306,0.293,82,323,88,13,2254,89.2,89.34,79,632,0,0.09999999999999432,6.42,115,146,111,150,287,319,299,"18.492","-18.492","68.7","7.6",327,301,52,17,7,6,26,8,0,0,2.31527,0.60681,0.36848,-0.1763,"91.2",152,29.900332225913623,4.651162790697675,4.281345565749235,5.81,-0.75,-0.06,2.26,0.251,14,"-2.925949367",0.292,0.421,"2.925949367",-0.039,-0.04099999999999998,-0.015,-0.028,12.5,"38.1",6.412837422952022,-5.800140220375367,39.414783341772335,0.44936708860759494,30.43774451574419,31.222119853979386
167,666397,"Julien, Edouard",444,37.6,0.254,0.155,0.291,0.408,0.279,0.34,0.3,18,71,88.9,7.2,2161,88.9,88.93,42,167,0,0,6.42,119,146,118,151,290,322,304,"6.721","-6.721","70.3","7.0",72,57,11,5,0,2,15,20.8,0,0,2.37958,0.55299,0.5094,-0.41313,"91.8",155,42.10526315789473,10.526315789473683,8.333333333333332,5.82,-1.35,-0.02,2.37,0.25,6,"-4.024550898",0.295,0.513,"4.024550898",-0.046,-0.044999999999999984,-0.105,-0.061,25.1,"38.1",13.505943211157236,4.028223355835052,40.13688074654936,0.46107784431137727,35.68787275130396,29.091385185497213
747,543760,"Semien, Marcus",1790,41.7,0.254,0.143,0.268,0.397,0.275,0.298,0.263,85,335,88.9,19.7,2250,90.3,90.36,162,747,0,0.10000000000000853,6.44,108,151,122,145,303,325,293,"27.476","-27.476","68.6","7.7",341,284,62,10,1,12,57,16.7,0,0,2.16604,0.67212,0.41436,0.16767,"91.1",157,34.98233215547703,7.06713780918728,5.865102639296188,5.76,-0.79,0.12,2.4,0.249,20,"-3.678179384",0.263,0.434,"3.678179384",-0.009,-0.014000000000000012,-0.037,-0.023,21.7,"37.6",15.896867271227176,-4.304551896320302,34.612232040352865,0.5622489959839357,33.90641576122242,30.586194174805737
506,669397,"Allen, Nick",1259,40.2,0.254,0.035,0.304,0.289,0.235,0.237,0.253,58,228,84.5,13.5,2295,89.9,90.03,97,506,0,0.09999999999999432,6.41,108,149,109,147,302,315,281,"23.471","-23.471","64.4","6.3",231,191,50,8,0,0,40,17.3,0,0,2.22176,0.64657,0.3741,0.07299,"89.8",150,19.473684210526315,0,0,5.86,-0.72,-0.02,2.27,0.251,0,"-4.638537549",0.25,0.299,"4.638537549",0.001,0.0010000000000000009,-0.01,-0.002,19.2,"37.2",7.0818868596761275,-0.4745038988672622,30.161884166686733,0.4841897233201581,35.254256685786245,32.180728782044085
365,669357,"Gorman, Nolan",882,41.4,0.253,0.228,0.294,0.481,0.306,0.343,0.265,41,162,90.3,23.7,2251,89.5,89.79,111,365,0,0.29999999999999716,6.48,117,146,123,152,298,323,301,"9.248","-9.248","72.4","7.5",165,118,23,8,1,9,47,28.5,0,0,2.29732,0.60801,0.33277,-0.35679,"92.3",186,47.008547008547005,12.82051282051282,9.090909090909092,5.72,-1.06,0.02,2.37,0.248,15,"-2.53369863",0.265,0.545,"2.53369863",-0.012,-0.017000000000000015,-0.064,-0.037,30.4,"37.4",15.785345395339489,-1.4872582039233169,34.88441738359159,0.5068493150684932,37.61647930586717,33.31285617105915
238,805249,"Kemp, Otto",501,47.5,0.253,0.172,0.288,0.424,0.286,0.324,0.282,25,99,90.8,10.2,2298,89.3,89.39,75,238,0,0.10000000000000853,6.42,108,151,120,147,299,322,289,"5.587","-5.587","72.6","7.5",100,77,16,5,0,4,23,23,0,0,2.39929,0.50391,0.35596,0.08064,"92.2",151,46.75324675324675,11.688311688311687,9,5.91,-0.64,0.08,2.22,0.25,9,"-2.347478992",0.279,0.491,"2.347478992",-0.029,-0.029000000000000026,-0.067,-0.038,31.5,"38.5",11.660587411118714,-7.570450292934415,34.64155565324218,0.46218487394957986,32.365730410858575,32.33906486768633
722,641857,"McMahon, Ryan",1802,40.1,0.253,0.211,0.308,0.464,0.304,0.342,0.273,77,304,94,15.7,2272,89.4,89.88,240,722,0,0.5,6.42,117,146,121,151,299,331,308,"20.525","-20.525","74.0","7.5",305,216,44,17,1,15,89,29.2,0,0,2.33889,0.54094,0.33938,-0.19447,"92.9",169,52.55813953488372,13.488372093023257,9.508196721311474,5.74,-1.01,0.1,2.26,0.252,29,"-2.842797784",0.273,0.54,"2.842797784",-0.02,-0.02100000000000002,-0.076,-0.038,33.2,"37.6",13.426057039938927,0.11365173205675042,38.49015546671141,0.4695290858725762,39.18224399127222,27.05577222888254
411,660688,"Ruiz, Keibert",888,46.3,0.253,0.08,0.266,0.333,0.253,0.275,0.278,57,225,86.6,12.6,2256,89.4,89.7,45,411,0,0.29999999999999716,6.43,115,147,123,150,295,322,296,"15.912","-15.912","66.1","7.0",226,209,43,12,0,2,17,7.5,0,0,2.39229,0.49244,0.34178,-0.34178,"91.0",140,29.326923076923077,2.403846153846154,2.2123893805309733,5.76,-1.19,-0.14,2.28,0.252,5,"-3.871532847",0.277,0.361,"3.871532847",-0.025,-0.025000000000000022,-0.028,-0.022,10.9,"35.9",10.371619994486196,-8.978568194670975,34.190595988424064,0.5279805352798054,34.01096004799199,36.89091342025723
732,678246,"Vargas, Miguel",1788,40.9,0.253,0.194,0.251,0.448,0.297,0.306,0.268,82,324,90,25.1,2301,90.2,90.33,121,732,0,0.09999999999999432,6.46,107,151,121,146,297,322,293,"20.561","-20.561","70.6","7.6",325,291,45,23,2,12,34,10.5,0,0,2.09548,0.7556,0.409,0.10392,"91.8",176,40.893470790378004,8.59106529209622,7.6923076923076925,5.79,-0.77,0.09,2.46,0.252,25,"-2.808879781",0.268,0.454,"2.808879781",-0.015,-0.016000000000000014,-0.006,-0.009,16.5,"37.3",12.44575388099275,-3.872474226123836,35.44001378554593,0.6721311475409836,37.627603781775676,35.54852680712326
600,605137,"Bell, Josh",1440,41.7,0.253,0.178,0.25,0.431,0.291,0.33,0.279,71,281,90.5,9.5,2255,89.7,89.9,140,600,0,0.20000000000000284,6.41,116,147,127,150,298,325,301,"21.034","-21.034","72.7","8.0",282,245,48,9,1,13,37,13.1,0,0,2.33907,0.53401,0.3857,-0.3857,"93.2",157,46.88796680497925,11.20331950207469,9.574468085106384,5.81,-1.09,-0.12,2.53,0.252,27,"-3.505666667",0.279,0.497,"3.505666667",-0.026,-0.027000000000000024,-0.066,-0.039,23.3,"36.8",10.263642971010865,-3.270865071106292,33.83167022494357,0.5633333333333334,37.84481192264021,27.091392129322706
242,702284,"Young, Cole",608,39.8,0.252,0.087,0.278,0.339,0.254,0.281,0.266,29,115,89.3,17.2,2279,90.4,90.55,61,242,0,0.19999999999998863,6.4,115,145,111,151,288,318,296,"10.019","-10.019","71.5","6.8",116,99,23,4,0,2,17,14.7,0,0,2.05405,0.77137,0.52063,-0.45463,"91.5",173,34.34343434343434,6.0606060606060606,5.172413793103448,5.74,-1.27,-0.09,2.3,0.25,6,"-4.140082645",0.264,0.394,"4.140082645",-0.014,-0.014000000000000012,-0.055,-0.027,25.2,"37.2",8.087376988023527,0.5482468281231162,28.299057460587026,0.5413223140495868,33.55990537151464,23.88489665984761
274,570482,"Urshela, Gio",569,48.2,0.252,0.114,0.292,0.366,0.263,0.287,0.275,31,123,87.5,12.7,2301,89.1,89.03,82,274,0,-0.09999999999999432,6.42,108,150,122,146,302,320,285,"8.797","-8.797","69.0","7.3",124,106,18,12,1,0,18,14.5,0,0,2.33128,0.60056,0.26096,0.05441,"91.5",157,36.79245283018868,2.8301886792452833,2.4193548387096775,5.69,-0.92,-0.07,2.22,0.25,3,"-3.210583942",0.272,0.397,"3.210583942",-0.023,-0.02200000000000002,-0.031,-0.024,29.9,"35.3",11.163224607191198,3.081066583883603,36.26235349912692,0.5985401459854015,35.99039776969051,32.37702159392672
369,572191,"Taylor, Michael A.",867,42.6,0.252,0.214,0.318,0.465,0.3,0.323,0.253,40,159,92.2,17.5,2237,88.8,88.95,145,369,0,0.10000000000000853,6.41,106,151,109,145,300,322,292,"9.08","-9.08","72.5","7.1",161,115,17,17,1,5,46,28.6,0,0,2.33425,0.63902,0.35889,-0.16405,"93.1",184,52.17391304347826,13.91304347826087,9.937888198757763,5.87,-0.02,0.08,2.44,0.248,16,"-2.460704607",0.253,0.519,"2.460704607",-0.001,-0.0050000000000000044,-0.054,-0.023,39.3,"39.0",14.170734057984292,0.5236245053855171,31.42150734581089,0.5284552845528455,40.21392835296682,30.26779955085304
497,668901,"Vientos, Mark",1118,44.5,0.251,0.143,0.296,0.395,0.274,0.281,0.255,56,223,90.8,13.3,2310,89.1,89.25,145,497,0,0.20000000000000284,6.5,110,152,123,147,304,324,295,"14.384","-14.384","70.8","7.5",225,175,38,10,2,6,50,22.2,0,0,2.34348,0.58229,0.20534,-0.05962,"92.5",158,48,8,6.222222222222222,5.79,-0.83,0.06,2.49,0.249,14,"-2.89416499",0.254,0.408,"2.89416499",-0.004,-0.0050000000000000044,-0.013,-0.007,29.2,"39.1",14.266974384806584,2.357964363378065,32.15055165014057,0.6438631790744467,38.51370625068362,27.407152610815917
487,571970,"Muncy, Max",1353,36,0.251,0.203,0.278,0.454,0.293,0.332,0.265,52,207,91.4,20.7,2285,89,89.19,116,487,0,0.20000000000000284,6.39,117,146,127,152,298,322,301,"12.32","-12.32","71.3","7.0",212,161,32,8,2,10,51,24.1,0,0,2.41875,0.52953,0.2566,-0.1733,"92.7",176,52.79503105590062,13.043478260869565,9.90566037735849,5.76,-1.09,-0.12,2.29,0.245,21,"-2.529774127",0.261,0.536,"2.529774127",-0.014,-0.016000000000000014,-0.082,-0.039,23.8,"37.4",17.85605835462733,-5.00593099982264,34.561464594889316,0.486652977412731,38.39883299446097,37.598741570436
467,669221,"Murphy, Sean",1061,44,0.251,0.267,0.276,0.518,0.322,0.305,0.24,49,195,89.9,12.6,2295,89.7,90.05,133,467,0,0.3999999999999915,6.48,106,152,124,146,307,327,296,"3.483","-3.483","72.4","7.8",197,141,25,10,0,14,56,28.4,0,0,2.29797,0.57338,0.28299,0.00888,"92.0",158,45.714285714285715,12.857142857142856,9.137055837563452,5.88,-0.5,0.07,2.52,0.249,18,"-0.745824411",0.244,0.473,"0.745824411",0.011,0.0050000000000000044,0.045,0.017,28.5,"38.4",11.86805820420529,-3.5564231654823075,30.522967754889514,0.49464668094218417,40.11989065586571,30.311086058952753
613,571448,"Arenado, Nolan",1413,43.4,0.251,0.144,0.239,0.395,0.275,0.285,0.266,80,319,87.5,19.8,2284,89.6,89.89,86,613,0,0.30000000000001137,6.46,107,151,124,147,302,322,296,"16.494","-16.494","71.7","8.5",321,303,55,14,1,10,18,5.6,0,0,2.24403,0.62969,0.32792,0.02482,"92.2",154,34.437086092715234,4.304635761589404,4.049844236760125,5.8,-0.82,0.13,2.29,0.249,13,"-2.690701468",0.265,0.401,"2.690701468",-0.015,-0.016000000000000014,-0.006,-0.01,14,"38.7",10.610504230781537,-8.922761074585022,33.15188914833801,0.567699836867863,39.493735939426365,34.87102258071511
260,682668,"Acuña, Luisangel",622,41.8,0.25,0.031,0.288,0.281,0.231,0.265,0.267,32,128,88.7,4.6,2308,89.1,89.14,58,260,0,0,6.46,108,151,112,147,303,320,288,"15.315","-15.315","70.9","7.3",129,111,28,4,0,0,18,14,0,0,2.28085,0.64429,0.25581,-0.00628,"91.6",140,37.61467889908257,0.9174311926605505,0.7751937984496124,5.81,-0.52,0.08,2.31,0.248,1,"-5.890384615",0.267,0.342,"5.890384615",-0.017,-0.019000000000000017,-0.061,-0.034,22.3,"39.2",3.2844007707789804,4.734517239769897,25.266026998145566,0.4115384615384615,34.75192585586214,29.191263174150023
347,678662,"Tovar, Ezequiel",655,53,0.25,0.186,0.271,0.436,0.292,0.368,0.314,35,140,90.6,14.1,2298,89.3,89.64,104,347,0,0.29999999999999716,6.42,109,151,117,148,307,327,294,"8.141","-8.141","71.5","7.5",140,113,23,4,2,6,27,19.3,0,0,2.30741,0.5827,0.24107,-0.01772,"92.1",189,46.017699115044245,9.734513274336283,7.857142857142857,5.78,-0.7,0.27,2.22,0.25,11,"-2.34610951",0.314,0.557,"2.34610951",-0.064,-0.064,-0.121,-0.076,30,"37.3",11.140826695651354,0.5357262736112495,36.260391687679714,0.5072046109510087,35.29815623967807,29.185172865618938
16,656484,"Gray, Tristan",31,51.6,0.25,0,0.333,0.25,0.221,0.226,0.204,1,4,86.4,-13.7,2507,87.1,88.13,7,16,0,1,6.82,114,149,118,151,291,322,286,"0.566","-0.566","72.5","7.2",4,3,1,0,0,0,1,25,0,0,2.84,0.18125,0.31375,-0.31375,"91.6",141,33.33333333333333,33.33333333333333,25,5.45,-1.87,-0.14,2.14,0.25,1,"-3.5375",0.204,0.331,"3.5375",0.046,0.04600000000000001,-0.081,-0.005,43.8,"26.5",8.693129585553375,-11.03625141134462,32.44546992714976,0.4375,39.3180078607045,35.137445437135014
27,683021,"Stefanic, Michael",98,27.6,0.25,0,0.286,0.25,0.221,0.288,0.272,4,16,92.5,3.9,2167,87.9,87.72,5,27,0,-0.20000000000000284,6.28,105,150,116,147,302,314,283,"1.514","-1.514","67.8","6.6",16,14,4,0,0,0,2,12.5,0,0,2.66481,0.62,0.68556,0.36481,"93.2",134,57.14285714285714,7.142857142857142,6.25,5.74,-1.13,-0.02,2.2,0.25,1,"-5.607407407",0.272,0.401,"5.607407407",-0.022,-0.02200000000000002,-0.151,-0.067,18.5,"37.6",6.147158016249856,-0.815512944663333,32.12198461446806,0.2962962962962963,36.144030895462315,30.180099904394744
425,649966,"Urías, Luis",1143,37.2,0.25,0.132,0.238,0.382,0.269,0.286,0.265,53,212,87.2,15.6,2258,89.8,89.81,49,425,0,0,6.42,107,151,120,146,299,323,289,"10.2","-10.2","69.4","7.4",214,200,39,7,0,7,14,6.5,0,0,2.24856,0.65135,0.43899,0.27861,"91.1",154,32,4,3.7383177570093453,5.77,-0.95,0.15,2.43,0.248,8,"-2.4",0.266,0.399,"2.4",-0.015,-0.018000000000000016,-0.017,-0.017,11.5,"37.3",11.33524540440641,-1.4862205833888305,28.15181634067914,0.7176470588235294,36.30509905059037,29.259019283396736
228,691785,"Mayer, Marcelo",510,44.7,0.25,0.177,0.288,0.427,0.286,0.28,0.252,24,96,90.8,6.9,2240,89.7,89.99,58,228,0,0.29999999999999716,6.44,117,147,123,151,289,322,299,"8.105","-8.105","74.1","7.8",97,76,13,8,0,3,21,21.6,0,0,2.30487,0.57241,0.40754,-0.31772,"92.0",146,52.63157894736842,9.210526315789473,7.216494845360824,5.7,-1.09,-0.09,2.45,0.247,7,"-3.554824561",0.25,0.413,"3.554824561",-0.002,-0.0030000000000000027,0.014,0.006,25.4,"36.3",7.481637439844078,-2.8169759600494224,31.918685809980502,0.4342105263157895,37.09289262785036,29.714853866561146
11,687859,"Johnston, Troy",20,55,0.25,0,0.25,0.25,0.221,0.215,0.216,1,4,93,13.5,2407,87.5,87.7,1,11,0,0.20000000000000284,6.39,120,147,112,152,301,323,305,"0.481","-0.481","71.3","7.2",4,4,1,0,0,0,0,0,0,0,2.84364,0.17727,-0.15818,0.15818,"90.3",112,50,0,0,5.85,-1.24,-0.18,2.45,0.25,0,"-4.372727273",0.216,0.284,"4.372727273",0.034,0.034,-0.034,0.006,9.1,"46.9",12.190605531510654,-4.514059119774654,30.78135741492815,0.6363636363636364,36.466371108311044,33.771835882062
67,689200,"Melton, Jacob",161,41.6,0.25,0.071,0.368,0.321,0.246,0.266,0.245,7,28,87.9,-14,2175,90.6,90.71,24,67,0,0.10000000000000853,6.58,115,145,117,151,291,321,299,"3.07","-3.07","72.9","7.3",28,19,6,0,1,0,9,32.1,0,0,2.19493,0.63567,0.65552,-0.59134,"93.0",94,52.63157894736842,5.263157894736842,3.571428571428571,5.93,-1.61,-0.11,2.27,0.25,1,"-4.582089552",0.245,0.374,"4.582089552",0.005,0.0050000000000000044,-0.053,-0.02,35.8,"40.3",10.56735319087166,8.63664706209779,28.568873694182308,0.5373134328358209,43.14896468805686,20.382855873062752
191,656537,"Hill, Derek",415,46,0.25,0.139,0.34,0.389,0.274,0.279,0.243,18,72,90.6,3.6,2262,88.3,88.41,64,191,0,0.10000000000000853,6.47,104,148,112,146,304,318,288,"4.08","-4.08","72.1","7.3",72,49,12,4,0,2,23,31.9,0,0,2.34534,0.62895,0.22021,-0.2644,"91.5",146,51.02040816326531,8.16326530612245,5.555555555555555,5.77,-0.08,0.15,2.28,0.25,4,"-2.136125654",0.243,0.412,"2.136125654",0.007,0.007000000000000006,-0.023,-0.005,33.5,"39.2",13.910871407011465,1.3462018569611656,34.9714905246335,0.4293193717277487,37.22173733475312,32.17409740320789
528,663457,"Nootbaar, Lars",1586,33.3,0.25,0.172,0.265,0.422,0.285,0.294,0.257,67,268,92.4,18.8,2220,90,90.24,105,528,0,0.20000000000000284,6.48,118,146,116,151,295,321,303,"14.742","-14.742","74.1","6.9",270,222,43,13,0,11,48,17.8,0,0,2.20436,0.66114,0.54679,-0.28306,"92.9",166,53.6036036036036,10.36036036036036,8.518518518518519,5.75,-0.73,-0.12,2.39,0.248,23,"-2.792045455",0.255,0.44,"2.792045455",-0.007,-0.007000000000000006,-0.018,-0.009,19.9,"37.3",10.175782701125033,-4.494178049237439,28.304139542710566,0.571969696969697,37.11690005175828,35.854942397300704
34,681584,"Villar, David",95,35.8,0.25,0.063,0.333,0.313,0.244,0.278,0.248,4,16,83,-2.9,2097,89.9,90.28,12,34,0,0.3999999999999915,6.54,103,151,120,145,305,325,293,"2.259","-2.259","69.2","7.9",16,12,3,1,0,0,4,25,0,0,1.83794,1.00912,0.67618,-0.43735,"91.0",146,25,8.333333333333332,6.25,5.84,1.24,0.19,2.44,0.25,1,"-6.644117647",0.248,0.406,"6.644117647",0.002,0.0020000000000000018,-0.093,-0.034,35.3,"40.2",13.951832499856726,5.5120156367557165,35.43673079788082,0.7352941176470589,43.10177596740767,25.870335288029644
369,620443,"Torrens, Luis",866,42.6,0.25,0.113,0.295,0.362,0.263,0.379,0.328,40,160,92.6,9,2305,89.7,89.75,77,369,0,0.09999999999999432,6.44,108,151,122,147,304,321,290,"13.037","-13.037","70.7","7.2",160,131,27,10,1,2,29,18.1,0,0,2.25637,0.63134,0.28628,0.07437,"92.7",168,56.48854961832062,14.50381679389313,11.875,5.76,-0.81,0.05,2.47,0.25,19,"-3.533062331",0.328,0.565,"3.533062331",-0.078,-0.07800000000000001,-0.203,-0.116,20.9,"37.5",9.856265419747231,6.105270752229068,29.837234004735055,0.5501355013550135,39.09966478141623,25.376679922378933
