"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
12,676812,"McCusker, Carson",26,46.2,0.25,0,0.5,0.25,0.221,0.236,0.262,1,4,59.8,-5,2083,87.1,87.46,5,12,0,0.4000000000000057,6.5,109,153,128,147,304,326,297,"0.542","-0.542","76.2","7.7",4,2,1,0,0,0,2,50,0,0,2.62083,0.41333,0.20917,-0.22417,"88.0",105,0,0,0,5.6,1.3,0.03,2.3,0.25,0,"-4.516666667",0.262,0.272,"4.516666667",-0.012,-0.01200000000000001,-0.022,-0.015,41.7,"40.3",12.517017545708544,1.7610263068436698,39.94386096827474,0.4166666666666667,42.10325372312858,26.18862370242098
486,683146,"Baty, Brett",1159,41.9,0.249,0.22,0.255,0.469,0.3,0.345,0.286,52,209,91.3,8.9,2275,90.3,90.31,132,486,0,0,6.41,117,146,120,151,292,324,303,"6.785","-6.785","75.0","7.4",212,172,30,9,2,11,40,18.9,0,0,2.22582,0.6219,0.37529,-0.28351,"93.2",159,49.41860465116279,13.953488372093023,11.320754716981133,5.71,-1.38,0.05,2.51,0.245,24,"-1.396090535",0.287,0.524,"1.396090535",-0.037,-0.04199999999999998,-0.055,-0.045,27.2,"37.0",8.26953339346101,3.6217573632432343,35.18814619019583,0.4835390946502058,37.92581387013698,26.21813651583855
424,700242,"Sweeney, Trey",933,45.4,0.249,0.122,0.265,0.37,0.262,0.265,0.248,45,181,88.5,11.6,2250,89.2,89.4,106,424,0,0.20000000000000284,6.44,114,146,114,151,294,325,301,"15.839","-15.839","73.7","7.5",184,156,34,5,1,5,28,15.2,0,0,2.32453,0.59019,0.35708,-0.29925,"91.5",146,36.36363636363637,6.493506493506493,5.434782608695652,5.74,-1.27,-0.06,2.44,0.245,10,"-3.735613208",0.245,0.377,"3.735613208",0.001,0,-0.007,-0.003,25,"36.9",7.704822163325265,-3.1465594046467293,25.54036944358119,0.5518867924528302,36.808040410255536,34.153552573963125
274,695734,"Lile, Daylen",626,43.8,0.248,0.124,0.272,0.372,0.261,0.324,0.32,32,129,89.4,14.7,2317,90.3,90.43,44,274,0,0.10000000000000853,6.42,115,145,110,149,289,322,301,"9.377","-9.377","68.6","7.0",131,115,21,7,3,1,16,12.2,0,0,2.22193,0.6236,0.38803,-0.36197,"91.4",170,40.869565217391305,2.608695652173913,2.2900763358778624,5.71,-1.31,-0.11,2.31,0.244,3,"-3.422262774",0.318,0.434,"3.422262774",-0.072,-0.07400000000000001,-0.062,-0.063,16.1,"37.2",8.06353227933172,-1.8664739509724604,37.11368955853113,0.4562043795620438,35.6708689704822,24.573876134643186
481,669242,"Edman, Tommy",1164,41.3,0.248,0.19,0.23,0.438,0.289,0.342,0.315,60,242,87.9,12.2,2221,89.1,89.33,86,481,0,0.20000000000000284,6.38,112,148,112,150,293,319,296,"6.968","-6.968","69.7","6.8",245,224,37,11,1,11,21,8.6,0,0,2.41025,0.5014,0.4622,-0.46433,"92.0",145,37.83783783783784,4.954954954954955,4.489795918367347,5.62,-0.75,0,2.32,0.245,11,"-1.448648649",0.314,0.485,"1.448648649",-0.067,-0.069,-0.047,-0.053,17.9,"34.9",9.606786709210226,-0.37923109868661015,26.48924974032827,0.5841995841995842,36.315639145951685,29.30447623646354
507,700250,"Rice, Ben",1269,40,0.247,0.239,0.239,0.486,0.308,0.389,0.312,60,243,93.1,14.9,2256,89.3,89.33,105,507,0,0,6.37,117,146,125,152,295,326,299,"5.339","-5.339","73.9","7.4",244,210,30,15,2,13,34,13.9,0,0,2.39834,0.50719,0.32207,-0.15801,"94.1",158,52.85714285714286,15.714285714285714,13.524590163934427,5.8,-1.02,-0.12,2.49,0.246,33,"-1.053057199",0.314,0.6,"1.053057199",-0.065,-0.068,-0.114,-0.081,20.7,"37.5",10.922982645718246,-5.803655027658275,33.42713971709504,0.5779092702169625,38.156560173249126,28.558647451038482
169,682729,"Clase, Jonatan",439,38.5,0.247,0.123,0.254,0.37,0.265,0.318,0.287,18,73,86.3,16.1,2241,89.8,89.91,45,169,0,0.10000000000000853,6.44,112,147,106,149,289,319,292,"6.74","-6.74","71.8","6.7",73,65,13,3,0,2,8,11,0,0,2.16568,0.75178,0.39846,-0.39846,"91.3",161,39.0625,7.8125,6.8493150684931505,5.72,-0.69,-0.07,2.4,0.247,5,"-3.98816568",0.287,0.458,"3.98816568",-0.04,-0.03999999999999998,-0.088,-0.053,26.6,"37.9",6.95892840249852,-1.7682544359928354,32.29106105357362,0.46153846153846156,35.04669184578328,31.199679030254472
804,596019,"Lindor, Francisco",1948,41.3,0.247,0.19,0.256,0.437,0.287,0.297,0.255,86,348,89.6,15.1,2266,89.6,89.7,169,804,0,0.10000000000000853,6.45,115,147,119,150,297,324,300,"21.775","-21.775","70.7","7.5",354,289,52,18,0,16,65,18.4,0,0,2.28021,0.61568,0.368,-0.368,"92.1",167,42.36111111111111,8.333333333333332,6.779661016949152,5.77,-0.71,0,2.31,0.243,24,"-2.708333333",0.254,0.449,"2.708333333",-0.008,-0.01100000000000001,-0.012,-0.01,21,"38.4",10.94607676678022,-1.1879073061990382,33.91273586952284,0.5074626865671642,35.107003070977406,29.157979593729312
329,642136,"Thaiss, Matt",767,42.9,0.246,0.071,0.297,0.317,0.242,0.245,0.23,31,126,89.8,14.2,2299,90.1,90.23,90,329,0,0.10000000000000853,6.4,116,147,118,151,288,321,300,"11.692","-11.692","72.2","7.5",127,102,25,4,1,1,25,19.7,0,0,2.17796,0.67424,0.4059,-0.28353,"91.6",149,44.554455445544555,4.9504950495049505,3.937007874015748,5.71,-1.4,0.03,2.33,0.244,5,"-3.553799392",0.228,0.347,"3.553799392",0.016,0.015999999999999986,-0.03,-0.003,27.4,"35.9",6.969297121308147,0.8959972859235837,27.712362097697294,0.5227963525835866,35.56752565677768,30.7778045426261
179,679845,"Loftin, Nick",411,43.6,0.245,0.181,0.247,0.426,0.282,0.278,0.253,23,94,89.3,21.1,2301,90.3,90.4,31,179,0,0.10000000000000853,6.37,107,152,118,147,303,321,293,"5.4","-5.4","69.6","7.1",95,84,14,4,2,3,11,11.6,0,0,2.13408,0.70397,0.4686,0.05899,"91.5",173,32.53012048192771,6.024096385542169,5.263157894736842,5.78,-0.5,-0.02,2.44,0.242,5,"-3.016759777",0.252,0.402,"3.016759777",-0.008,-0.010000000000000009,0.024,0.004,17.3,"37.2",8.767363971668862,-7.675139758406973,29.99683691670673,0.5251396648044693,36.39887358406137,34.80679608913934
382,666149,"Fitzgerald, Tyler",851,44.9,0.245,0.116,0.305,0.361,0.259,0.247,0.24,38,155,86.1,17.6,2279,89.1,89.17,113,382,0,0.10000000000000853,6.34,107,150,110,146,301,319,289,"14.161","-14.161","69.0","7.4",156,120,25,10,1,2,36,23.1,0,0,2.31924,0.60589,0.32121,-0.05291,"90.8",159,33.33333333333333,3.3333333333333335,2.564102564102564,5.78,-0.61,0.18,2.41,0.244,4,"-3.707068063",0.239,0.337,"3.707068063",0.005,0.0050000000000000044,0.024,0.012,29.6,"38.4",13.17579364553074,-4.411861972878521,35.07381316857689,0.4790575916230366,36.03990526091571,31.36616580903288
492,669394,"Burger, Jake",1005,49,0.245,0.205,0.25,0.45,0.293,0.347,0.281,54,220,91.2,15.5,2284,88.5,88.55,136,492,0,0,6.43,109,151,124,146,307,328,297,"11.619","-11.619","74.8","7.4",222,183,31,12,0,11,39,17.6,0,0,2.46803,0.53563,0.23786,0.14937,"93.3",156,50.81967213114754,14.754098360655737,12.162162162162163,5.81,-0.96,0.05,2.4,0.243,27,"-2.361585366",0.281,0.541,"2.361585366",-0.036,-0.038000000000000034,-0.091,-0.054,27.6,"38.2",7.7766574996871976,-3.864653041282688,24.993020614909458,0.5426829268292683,40.73882289624161,31.506969645520723
591,669224,"Wells, Austin",1304,45.3,0.245,0.236,0.237,0.481,0.296,0.303,0.255,58,237,91.7,22.3,2271,89.8,89.97,153,591,0,0.20000000000000284,6.5,117,145,118,150,292,324,298,"11.843","-11.843","73.6","7.6",246,203,29,15,1,13,43,17.5,0,0,2.27374,0.60638,0.38797,-0.22383,"92.6",176,50.24630541871922,9.852216748768473,8.130081300813007,5.76,-0.64,-0.12,2.33,0.236,20,"-2.003891709",0.251,0.474,"2.003891709",-0.01,-0.015000000000000013,0.007,-0.007,25.9,"36.9",10.868076567115406,-5.6022432241068625,32.44188497046451,0.505922165820643,33.50756286611532,30.91342268423624
589,681082,"Stott, Bryson",1691,34.8,0.244,0.11,0.258,0.354,0.256,0.289,0.265,71,291,87.8,15.8,2253,90.8,91,81,589,0,0.20000000000000284,6.48,118,146,115,151,287,318,297,"20.995","-20.995","69.1","7.2",293,258,52,12,1,6,35,11.9,0,0,2.10389,0.70545,0.47756,-0.39572,"91.0",170,29.844961240310074,4.651162790697675,4.09556313993174,5.8,-1.09,-0.02,2.35,0.242,12,"-3.564516129",0.263,0.416,"3.564516129",-0.021,-0.02100000000000002,-0.062,-0.033,13.8,"37.2",7.158422930282755,3.193760946104222,33.23460872724961,0.499151103565365,32.452535056459894,26.92048457883914
99,689172,"Wisely, Brett",216,45.8,0.244,0.171,0.243,0.415,0.281,0.282,0.244,10,41,87.2,26.6,2297,90.2,90.19,18,99,0,0,6.35,113,145,109,150,288,320,300,"1.619","-1.619","67.9","6.6",41,38,5,4,0,1,3,7.3,0,0,2.19909,0.64414,0.38657,-0.32616,"90.4",172,34.21052631578947,7.894736842105263,7.317073170731707,5.77,-1.19,-0.12,2.45,0.244,3,"-1.635353535",0.244,0.419,"1.635353535",0,0,-0.004,-0.001,18.2,"36.1",10.691236262850769,-1.4073731899332687,32.83613922483727,0.5656565656565656,33.11344094051909,30.691880069949175
274,669477,"Schmitt, Casey",627,43.7,0.244,0.145,0.281,0.389,0.272,0.312,0.274,32,131,89.9,17.7,2270,88.9,89.1,68,274,0,0.19999999999998863,6.41,105,151,120,146,301,321,289,"10.224","-10.224","72.7","7.6",131,101,23,4,0,5,30,22.9,0,0,2.4488,0.48438,0.29624,-0.11843,"92.5",166,43.56435643564357,7.920792079207921,6.106870229007633,5.84,-0.17,0.17,2.28,0.244,8,"-3.731386861",0.274,0.461,"3.731386861",-0.03,-0.030000000000000027,-0.072,-0.04,24.8,"37.7",11.22521528545194,-9.23348963781498,34.58371331189279,0.48905109489051096,35.061445213599626,33.08387603263562
782,666969,"García, Adolis",1680,46.5,0.243,0.192,0.26,0.434,0.282,0.328,0.266,81,334,92.8,18.4,2278,90.2,90.24,227,782,0,0,6.47,108,151,123,145,308,329,297,"22.101","-22.101","72.4","7.6",341,269,47,19,0,15,72,21.1,0,0,2.18276,0.69667,0.39341,0.16905,"92.5",176,49.07063197026022,13.382899628252787,10.557184750733137,5.77,-0.8,0.22,2.41,0.238,36,"-2.826214834",0.264,0.51,"2.826214834",-0.023,-0.026000000000000023,-0.076,-0.046,29,"38.0",9.051929393609624,-0.5157389598977571,28.316492021040894,0.6355498721227621,36.404544317937415,31.196890857242156
86,670097,"Short, Zack",252,34.1,0.243,0.216,0.259,0.459,0.298,0.237,0.216,9,37,87.2,21.6,2273,90,89.91,24,86,0,-0.09999999999999432,6.44,109,152,116,147,291,323,289,"2.814","-2.814","69.7","7.0",37,29,5,2,0,2,8,21.6,0,0,2.24942,0.63047,0.59663,0.17244,"91.1",153,44.827586206896555,3.4482758620689653,2.7027027027027026,5.68,-0.37,0.05,2.36,0.243,1,"-3.272093023",0.216,0.34,"3.272093023",0.027,0.026999999999999996,0.119,0.061,27.9,"35.1",12.895145450833732,-1.955700542770424,33.006727431634545,0.6511627906976745,34.628309892209984,34.650925765240345
79,607680,"Pillar, Kevin",154,51.3,0.243,0.054,0.273,0.297,0.235,0.25,0.245,9,37,87.4,15.5,2268,88.8,88.76,13,79,0,0,6.46,111,153,116,146,303,325,296,"4.004","-4.004","69.1","7.4",37,33,7,2,0,0,4,10.8,0,0,2.21342,0.74506,0.30759,-0.31165,"90.7",160,21.21212121212121,3.0303030303030303,2.7027027027027026,5.59,1.08,0.15,2.48,0.243,1,"-5.06835443",0.245,0.337,"5.06835443",-0.002,-0.0020000000000000018,-0.04,-0.015,16.5,"35.7",8.939548869746446,-2.2090772372958214,32.11759597606885,0.5189873417721519,38.62182460608673,30.940549772182443
427,670242,"Wallner, Matt",961,44.4,0.243,0.314,0.237,0.556,0.331,0.349,0.274,41,169,93.2,22.4,2284,90.5,90.81,161,427,0,0.29999999999999716,6.48,118,146,128,152,298,328,300,"2.777","-2.777","76.6","7.4",171,131,16,10,2,13,40,23.4,0,0,2.17094,0.66631,0.32247,-0.19809,"93.4",166,50,15.384615384615385,11.695906432748536,5.79,-1.06,-0.13,2.5,0.24,20,"-0.650351288",0.271,0.563,"0.650351288",-0.031,-0.031000000000000028,-0.007,-0.018,37.7,"39.1",12.143488949998302,-6.0255812990100255,28.005535301909347,0.5831381733021077,41.31544840085898,37.21970148267185
299,681297,"Cowser, Colton",759,39.4,0.242,0.235,0.262,0.477,0.304,0.316,0.258,36,149,91.8,13.8,2173,89.7,89.85,94,299,0,0.20000000000000284,6.45,115,147,117,152,295,325,302,"4.824","-4.824","73.6","7.3",149,112,19,8,0,9,37,24.8,0,0,2.28441,0.60338,0.53027,-0.38131,"92.6",162,47.32142857142857,12.5,9.395973154362416,5.81,-0.83,-0.12,2.36,0.242,14,"-1.613377926",0.258,0.491,"1.613377926",-0.016,-0.016000000000000014,-0.014,-0.012,31.4,"38.0",15.5328762092506,-2.93849223441178,38.8933020316229,0.45484949832775917,38.54784853602387,36.08021060224714
172,605361,"Martini, Nick",432,39.8,0.242,0.066,0.259,0.308,0.239,0.234,0.232,22,91,85.3,14.6,2233,90.5,90.89,28,172,0,0.4000000000000057,6.41,118,147,121,152,296,324,301,"7.202","-7.202","69.7","6.7",91,82,18,3,0,1,9,9.9,0,0,2.13529,0.67058,0.41983,-0.35971,"91.2",150,29.629629629629626,2.4691358024691357,2.197802197802198,5.76,-1.53,0.12,2.27,0.242,2,"-4.187209302",0.232,0.309,"4.187209302",0.01,0.009999999999999981,-0.001,0.005,16.3,"37.8",6.88856260297139,-1.2230848222225466,30.38254562604414,0.5058139534883721,35.5401801056539,26.321788719788735
118,608385,"Winker, Jesse",317,37.2,0.241,0.207,0.277,0.448,0.28,0.279,0.243,14,58,89.6,21,2237,89.4,89.58,23,118,0,0.19999999999998863,6.51,115,146,118,151,294,321,302,"4.539","-4.539","71.1","7.4",60,48,6,5,2,1,12,20,0,0,2.22898,0.66856,0.40568,-0.31212,"92.6",146,45.83333333333333,8.333333333333332,6.666666666666667,5.57,-1.68,0.08,2.38,0.233,4,"-3.846610169",0.239,0.423,"3.846610169",-0.002,-0.005999999999999978,0.025,0.001,19.5,"32.4",13.93477876967585,3.3382248017602256,35.39192507139103,0.6440677966101694,33.78909196767518,31.48445330933716
353,665019,"Clemens, Kody",811,43.5,0.241,0.304,0.226,0.544,0.325,0.363,0.288,38,158,94.4,17.2,2295,90.5,90.75,80,353,0,0.20000000000000284,6.44,117,146,119,152,294,325,299,"3.735","-3.735","72.3","7.2",160,127,17,6,3,12,33,20.6,0,0,2.13887,0.74082,0.41437,-0.27449,"93.2",175,56.69291338582677,14.960629921259844,11.875,5.65,-1.39,-0.02,2.57,0.237,19,"-1.058073654",0.285,0.586,"1.058073654",-0.047,-0.04799999999999999,-0.042,-0.038,22.7,"35.5",12.205037364586367,-2.7426825913696904,26.944550759056813,0.6487252124645893,36.30439416415356,32.99413160218832
647,467793,"Santana, Carlos",1690,38.3,0.241,0.14,0.247,0.381,0.265,0.278,0.251,67,278,88.4,17.9,2241,89.9,90.06,147,647,0,0.19999999999998863,6.44,115,147,128,149,294,321,296,"21.54","-21.54","71.3","7.6",280,238,50,6,0,11,42,15,0,0,2.25722,0.60882,0.43856,-0.43856,"92.3",148,39.075630252100844,5.88235294117647,5,5.73,-0.92,-0.11,2.4,0.239,14,"-3.329211747",0.249,0.404,"3.329211747",-0.01,-0.010000000000000009,-0.023,-0.013,22.7,"36.1",12.594334264137522,-4.9978179859744545,26.624995003774277,0.6537867078825348,37.60437137467751,33.82376111622722
533,700932,"Manzardo, Kyle",1281,41.6,0.24,0.264,0.243,0.504,0.308,0.305,0.238,59,246,90.9,25.1,2192,90.1,90.3,141,533,0,0.20000000000000284,6.48,115,144,124,150,291,321,301,"5.602","-5.602","70.9","7.4",250,193,28,13,2,16,57,22.8,0,0,2.2267,0.62268,0.54186,-0.46472,"92.1",176,44.04145077720207,12.953367875647666,10,5.71,-1.45,-0.01,2.22,0.236,25,"-1.051031895",0.237,0.493,"1.051031895",0.002,-0.0010000000000000009,0.011,0.003,26.5,"36.4",17.572776147698708,-0.8989518026247502,36.44372385305829,0.5272045028142589,40.48666294029293,33.515087152698776
563,686668,"Doyle, Brenton",1296,43.4,0.24,0.114,0.274,0.354,0.253,0.303,0.27,63,263,90,12,2311,89.2,89.59,145,563,0,0.3999999999999915,6.39,108,151,117,147,309,330,297,"22.715","-22.715","70.7","7.3",265,217,45,11,2,5,48,18.1,0,0,2.36968,0.52381,0.20358,-0.04198,"92.2",159,44.907407407407405,10.185185185185185,8.30188679245283,5.81,-0.62,0.05,2.46,0.238,22,"-4.034635879",0.269,0.444,"4.034635879",-0.03,-0.031000000000000028,-0.09,-0.05,25.8,"38.6",11.934237832544742,0.12569317820792525,30.555949974616524,0.6642984014209592,37.65141765612493,26.345921132690005
50,805373,"Alvarez Jr., Nacho",126,39.7,0.24,0.04,0.3,0.28,0.227,0.267,0.26,6,25,86.4,16.5,2402,90.4,90.75,7,50,0,0.3999999999999915,6.41,108,150,121,149,303,322,287,"2.089","-2.089","68.3","7.4",25,20,5,1,0,0,5,20,0,0,2.3886,0.4232,0.2584,0.232,"91.6",158,40,5,4,5.84,-1.44,0.13,2.54,0.24,1,"-4.178",0.26,0.361,"4.178",-0.02,-0.020000000000000018,-0.081,-0.04,14,"36.5",4.193129351259818,5.2489605994914506,28.122041461961608,0.46,37.5560521327576,26.863817464750447
338,696285,"Young, Jacob",943,35.8,0.24,0.055,0.263,0.295,0.233,0.285,0.292,44,183,88.1,4.4,2323,90.2,90.35,50,338,0,0.09999999999999432,6.39,105,149,104,147,303,317,283,"15.954","-15.954","68.5","7.1",183,167,35,8,1,0,16,8.7,0,0,2.20107,0.6405,0.36481,0.11976,"91.3",134,35.54216867469879,1.8072289156626504,1.639344262295082,5.8,-0.95,-0.05,2.37,0.24,3,"-4.720118343",0.292,0.366,"4.720118343",-0.052,-0.05199999999999999,-0.071,-0.052,14.8,"36.4",5.3833209750840645,3.49174553231116,30.53871405250021,0.4881656804733728,39.54056221552334,26.430961154702217
236,641343,"Bauers, Jake",608,38.8,0.24,0.2,0.257,0.44,0.286,0.359,0.282,24,100,91.8,17.2,2298,89.1,89.28,59,236,0,0.20000000000000284,6.47,113,145,116,149,296,318,296,"7.589","-7.589","76.4","7.8",101,79,14,5,0,5,22,21.8,0,0,2.38869,0.55286,0.21915,-0.20519,"92.5",165,48.10126582278481,13.924050632911392,10.891089108910892,5.68,-1.57,-0.05,2.4,0.238,11,"-3.215677966",0.282,0.567,"3.215677966",-0.042,-0.043999999999999984,-0.127,-0.073,25,"37.0",12.619838817381238,-3.2369003242323555,34.124825300654486,0.5338983050847458,35.46418405335052,29.51343395484053
301,681460,"Baldwin, Brooks",712,42.3,0.239,0.167,0.277,0.406,0.271,0.311,0.258,33,138,91.8,15.2,2251,90.1,90.38,74,301,0,0.30000000000001137,6.47,111,144,110,148,290,319,297,"10.566","-10.566","70.8","7.0",140,106,20,8,0,5,34,24.3,0,0,2.16535,0.6897,0.42233,-0.42233,"91.9",162,42.45283018867924,10.377358490566039,7.857142857142857,5.8,-1.42,0.03,2.46,0.236,11,"-3.510299003",0.26,0.456,"3.510299003",-0.019,-0.02400000000000002,-0.05,-0.04,24.6,"37.6",10.379815580062806,3.648710957343706,29.477239230360702,0.5780730897009967,39.083573102534594,30.24102594709248
486,672275,"Bailey, Patrick",1107,43.9,0.239,0.108,0.297,0.347,0.246,0.272,0.242,51,213,89,15.5,2211,88.9,89.08,133,486,0,0.19999999999998863,6.42,113,147,115,149,293,320,297,"19.441","-19.441","71.9","7.4",218,167,34,13,2,2,51,23.4,0,0,2.36424,0.56243,0.35963,-0.35963,"91.4",160,39.1566265060241,7.83132530120482,5.963302752293578,5.79,-0.78,-0.03,2.33,0.234,13,"-4.000205761",0.238,0.406,"4.000205761",-0.003,-0.003999999999999976,-0.059,-0.026,27.4,"37.0",9.487932081086784,-3.9229135703296154,33.12190688025188,0.4773662551440329,37.81737148554514,30.86540768840794
143,665839,"Valdez, Enmanuel",393,36.4,0.239,0.179,0.233,0.418,0.279,0.322,0.284,16,67,89.8,15.4,2296,89.6,89.99,27,143,0,0.4000000000000057,6.56,112,146,114,151,298,319,297,"2.328","-2.328","70.4","7.4",67,62,9,4,1,2,5,7.5,0,0,2.38119,0.49706,0.30021,-0.26161,"91.9",167,41.935483870967744,6.451612903225806,5.970149253731343,5.66,-1.54,-0.14,2.27,0.239,4,"-1.627972028",0.284,0.477,"1.627972028",-0.045,-0.044999999999999984,-0.059,-0.043,18.9,"37.2",8.527226017530344,-4.939919829408315,27.39990832207827,0.5874125874125874,33.75998873457335,27.788797445326626
153,663604,"Lockridge, Brandon",346,44.2,0.239,0.056,0.298,0.296,0.233,0.24,0.246,17,71,87.2,3.5,2178,87.5,87.23,43,153,0,-0.29999999999999716,6.25,108,150,107,147,300,319,289,"6.354","-6.354","71.1","6.8",71,57,13,4,0,0,14,19.7,0,0,2.54725,0.56745,0.39834,-0.0553,"91.0",124,26.31578947368421,0,0,5.65,-0.03,0,2.24,0.239,0,"-4.152941176",0.246,0.308,"4.152941176",-0.007,-0.007000000000000006,-0.012,-0.007,28.1,"33.4",5.45228483511999,2.152256475353607,29.21823443637011,0.3790849673202614,38.96140037552821,30.962916107229493
377,670224,"Misner, Kameron",916,41.2,0.239,0.155,0.291,0.394,0.267,0.233,0.214,37,155,87.9,16.2,2203,89.7,89.85,129,377,0,0.09999999999999432,6.39,114,145,113,150,291,322,294,"12.647","-12.647","73.2","7.8",157,115,24,7,1,5,42,26.8,0,0,2.24472,0.62861,0.5307,-0.45172,"91.2",151,30.434782608695656,6.086956521739131,4.45859872611465,5.7,-1.1,-0.05,2.42,0.236,7,"-3.35464191",0.212,0.336,"3.35464191",0.025,0.023999999999999994,0.058,0.034,34.2,"36.7",12.307299245886226,-7.4158226132894205,37.079245702511955,0.5119363395225465,38.18291680589707,34.61606004624376
417,807713,"Shaw, Matt",1037,40.2,0.239,0.144,0.253,0.383,0.264,0.282,0.263,48,201,83.9,9.4,2272,90.2,90.52,76,417,0,0.29999999999999716,6.52,107,150,118,147,301,321,287,"8.48","-8.48","69.4","6.8",203,175,29,14,0,5,28,13.8,0,0,2.12432,0.7253,0.39677,0.04472,"90.7",149,28.901734104046245,5.780346820809249,4.926108374384237,5.78,-0.59,-0.06,2.47,0.236,10,"-2.033573141",0.263,0.39,"2.033573141",-0.024,-0.027000000000000024,-0.007,-0.018,18.2,"37.9",9.858747275939347,2.791774818921196,26.893216337978167,0.5995203836930456,37.550202185189285,28.176497972121435
139,656896,"Rivera, Emmanuel",305,45.6,0.238,0.048,0.273,0.286,0.228,0.258,0.261,15,63,87.6,10.6,2256,91,91.17,38,139,0,0.20000000000000284,6.49,108,150,122,146,302,321,291,"7.349","-7.349","68.5","6.8",63,55,12,3,0,0,8,12.7,0,0,1.96568,0.82547,0.4446,0.09942,"90.9",157,32.72727272727273,1.8181818181818181,1.5873015873015872,5.87,-0.88,0.13,2.35,0.238,1,"-5.28705036",0.261,0.334,"5.28705036",-0.023,-0.02300000000000002,-0.048,-0.03,27.3,"38.6",4.840116670279608,1.1910782624668168,32.76049581482241,0.48201438848920863,34.64244143061341,28.832537902420423
388,666624,"Morel, Christopher",783,49.6,0.238,0.192,0.275,0.43,0.284,0.337,0.27,36,151,92.1,17.6,2265,88.3,88.63,134,388,0,0.29999999999999716,6.42,106,151,121,145,300,323,287,"11.303","-11.303","75.7","8.3",151,115,19,11,0,6,36,23.8,0,0,2.50644,0.48331,0.3139,-0.08808,"93.2",163,48.69565217391305,13.91304347826087,10.596026490066226,5.73,0.03,0.12,2.37,0.238,16,"-2.91314433",0.27,0.532,"2.91314433",-0.032,-0.03200000000000003,-0.102,-0.053,34.5,"36.7",15.717955957833682,-10.262482481189,27.324230069074876,0.6443298969072165,36.2992849695981,35.07747199216955
181,691723,"Mayo, Coby",437,41.4,0.238,0.143,0.265,0.381,0.265,0.303,0.264,20,84,88.2,19.4,2294,88.4,88.77,51,181,0,0.3999999999999915,6.54,108,151,123,146,300,324,293,"5.073","-5.073","74.3","7.2",84,70,12,6,0,2,14,16.7,0,0,2.48685,0.4747,0.23304,-0.14939,"92.5",158,41.42857142857143,10,8.333333333333332,5.8,-0.17,0.1,2.35,0.238,7,"-2.802762431",0.264,0.448,"2.802762431",-0.026,-0.026000000000000023,-0.067,-0.038,28.2,"38.3",9.084650621597255,-14.85033661573664,36.827078353276,0.35359116022099446,37.35083391651705,33.374800441233575
99,692585,"Fernández, Yanquiel",191,51.8,0.238,0.048,0.313,0.286,0.228,0.157,0.155,10,42,88.5,13.8,2271,89,89.49,28,99,0,0.5,6.46,118,145,122,151,296,330,305,"5.067","-5.067","73.2","7.9",42,32,8,2,0,0,10,23.8,0,0,2.46636,0.44,0.29869,-0.35343,"90.7",151,32.25806451612903,3.225806451612903,2.380952380952381,5.71,-1.59,0.06,2.38,0.238,1,"-5.118181818",0.155,0.205,"5.118181818",0.083,0.08299999999999999,0.081,0.071,28.3,"36.9",9.707643541389254,-12.51240962654535,27.341711464043293,0.5858585858585859,35.84454240247807,37.11892083418721
556,573262,"Yastrzemski, Mike",1504,37,0.237,0.148,0.269,0.385,0.265,0.272,0.242,64,270,90.3,18,2251,89.7,89.76,110,556,0,0.09999999999999432,6.36,117,145,112,151,293,321,298,"19.695","-19.695","70.9","7.5",271,216,41,14,1,8,55,20.3,0,0,2.21207,0.6663,0.39206,-0.33119,"91.9",162,41.86046511627907,7.906976744186046,6.273062730627306,5.82,-0.99,-0.1,2.34,0.236,17,"-3.542266187",0.242,0.4,"3.542266187",-0.005,-0.006000000000000005,-0.015,-0.007,19.8,"37.6",11.005935043173842,-2.7094150264183896,29.9840210949042,0.6816546762589928,34.670934855491545,29.559596817995896
